Deadline Pulling,Jam Pulling,Planning Berangkat,Planning Kembali,Cycle,Customer,Plant Gate,Model Part,Plat Kendaraan,Nomor Part,Tipe Part,Qty Kirim
4/2/2026 0:00,10:30:00 AM,11:30:00 AM,12:30:00 PM,3,Inoac Polytechno Indonesia,KRW,Reguler,,74294-BZ020-H,K10,90
